,10,11,12,13,21,22,23,31,32
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
